state,district,category,type,date,crimes,year
Sabah,Tawau,property,all,2020-01-01,389,2020
Sabah,Tawau,property,all,2021-01-01,315,2021
Sabah,Tawau,property,all,2022-01-01,690,2022
Sabah,Tawau,property,all,2023-01-01,720,2023
Sabah,Tawau,property,break_in,2016-01-01,371,2016
Sabah,Tawau,property,break_in,2017-01-01,328,2017
Sabah,Tawau,property,break_in,2018-01-01,280,2018
Sabah,Tawau,property,break_in,2019-01-01,295,2019
Sabah,Tawau,property,break_in,2020-01-01,219,2020
Sabah,Tawau,property,break_in,2021-01-01,136,2021
Sabah,Tawau,property,break_in,2022-01-01,263,2022
Sabah,Tawau,property,break_in,2023-01-01,288,2023
Sabah,Tawau,property,theft_other,2016-01-01,337,2016
Sabah,Tawau,property,theft_other,2017-01-01,436,2017
Sabah,Tawau,property,theft_other,2018-01-01,508,2018
Sabah,Tawau,property,theft_other,2019-01-01,469,2019
Sabah,Tawau,property,theft_other,2020-01-01,112,2020
Sabah,Tawau,property,theft_other,2021-01-01,125,2021
Sabah,Tawau,property,theft_other,2022-01-01,344,2022
Sabah,Tawau,property,theft_other,2023-01-01,382,2023
Sabah,Tawau,property,theft_vehicle_lorry,2016-01-01,13,2016
Sabah,Tawau,property,theft_vehicle_lorry,2017-01-01,14,2017
Sabah,Tawau,property,theft_vehicle_lorry,2018-01-01,1,2018
Sabah,Tawau,property,theft_vehicle_lorry,2019-01-01,3,2019
Sabah,Tawau,property,theft_vehicle_lorry,2020-01-01,5,2020
Sabah,Tawau,property,theft_vehicle_lorry,2021-01-01,5,2021
Sabah,Tawau,property,theft_vehicle_lorry,2022-01-01,4,2022
Sabah,Tawau,property,theft_vehicle_lorry,2023-01-01,5,2023
Sabah,Tawau,property,theft_vehicle_motorcar,2016-01-01,43,2016
Sabah,Tawau,property,theft_vehicle_motorcar,2017-01-01,39,2017
Sabah,Tawau,property,theft_vehicle_motorcar,2018-01-01,25,2018
Sabah,Tawau,property,theft_vehicle_motorcar,2019-01-01,21,2019
Sabah,Tawau,property,theft_vehicle_motorcar,2020-01-01,7,2020
Sabah,Tawau,property,theft_vehicle_motorcar,2021-01-01,7,2021
Sabah,Tawau,property,theft_vehicle_motorcar,2022-01-01,7,2022
Sabah,Tawau,property,theft_vehicle_motorcar,2023-01-01,4,2023
Sabah,Tawau,property,theft_vehicle_motorcycle,2016-01-01,132,2016
Sabah,Tawau,property,theft_vehicle_motorcycle,2017-01-01,93,2017
Sabah,Tawau,property,theft_vehicle_motorcycle,2018-01-01,57,2018
Sabah,Tawau,property,theft_vehicle_motorcycle,2019-01-01,52,2019
Sabah,Tawau,property,theft_vehicle_motorcycle,2020-01-01,46,2020
Sabah,Tawau,property,theft_vehicle_motorcycle,2021-01-01,42,2021
Sabah,Tawau,property,theft_vehicle_motorcycle,2022-01-01,72,2022
Sabah,Tawau,property,theft_vehicle_motorcycle,2023-01-01,41,2023
Sabah,Tenom,assault,all,2016-01-01,11,2016
Sabah,Tenom,assault,all,2017-01-01,11,2017
Sabah,Tenom,assault,all,2018-01-01,15,2018
Sabah,Tenom,assault,all,2019-01-01,8,2019
Sabah,Tenom,assault,all,2020-01-01,4,2020
Sabah,Tenom,assault,all,2021-01-01,6,2021
Sabah,Tenom,assault,all,2022-01-01,5,2022
Sabah,Tenom,assault,all,2023-01-01,17,2023
Sabah,Tenom,assault,causing_injury,2016-01-01,2,2016
Sabah,Tenom,assault,causing_injury,2017-01-01,4,2017
Sabah,Tenom,assault,causing_injury,2018-01-01,4,2018
Sabah,Tenom,assault,causing_injury,2019-01-01,3,2019
Sabah,Tenom,assault,causing_injury,2020-01-01,1,2020
Sabah,Tenom,assault,causing_injury,2021-01-01,4,2021
Sabah,Tenom,assault,causing_injury,2022-01-01,4,2022
Sabah,Tenom,assault,causing_injury,2023-01-01,6,2023
Sabah,Tenom,assault,murder,2016-01-01,0,2016
Sabah,Tenom,assault,murder,2017-01-01,0,2017
Sabah,Tenom,assault,murder,2018-01-01,2,2018
Sabah,Tenom,assault,murder,2019-01-01,0,2019
Sabah,Tenom,assault,murder,2020-01-01,1,2020
Sabah,Tenom,assault,murder,2021-01-01,0,2021
Sabah,Tenom,assault,murder,2022-01-01,0,2022
Sabah,Tenom,assault,murder,2023-01-01,0,2023
Sabah,Tenom,assault,rape,2016-01-01,9,2016
Sabah,Tenom,assault,rape,2017-01-01,7,2017
Sabah,Tenom,assault,rape,2018-01-01,8,2018
Sabah,Tenom,assault,rape,2019-01-01,5,2019
Sabah,Tenom,assault,rape,2020-01-01,2,2020
Sabah,Tenom,assault,rape,2021-01-01,2,2021
Sabah,Tenom,assault,rape,2022-01-01,1,2022
Sabah,Tenom,assault,rape,2023-01-01,9,2023
Sabah,Tenom,assault,robbery_gang_armed,2016-01-01,0,2016
Sabah,Tenom,assault,robbery_gang_armed,2017-01-01,0,2017
Sabah,Tenom,assault,robbery_gang_armed,2018-01-01,0,2018
Sabah,Tenom,assault,robbery_gang_armed,2019-01-01,0,2019
Sabah,Tenom,assault,robbery_gang_armed,2020-01-01,0,2020
Sabah,Tenom,assault,robbery_gang_armed,2021-01-01,0,2021
Sabah,Tenom,assault,robbery_gang_armed,2022-01-01,0,2022
Sabah,Tenom,assault,robbery_gang_armed,2023-01-01,0,2023
Sabah,Tenom,assault,robbery_gang_unarmed,2016-01-01,0,2016
Sabah,Tenom,assault,robbery_gang_unarmed,2017-01-01,0,2017
Sabah,Tenom,assault,robbery_gang_unarmed,2018-01-01,0,2018
Sabah,Tenom,assault,robbery_gang_unarmed,2019-01-01,0,2019
Sabah,Tenom,assault,robbery_gang_unarmed,2020-01-01,0,2020
Sabah,Tenom,assault,robbery_gang_unarmed,2021-01-01,0,2021
Sabah,Tenom,assault,robbery_gang_unarmed,2022-01-01,0,2022
Sabah,Tenom,assault,robbery_gang_unarmed,2023-01-01,2,2023
Sabah,Tenom,assault,robbery_solo_armed,2016-01-01,0,2016
Sabah,Tenom,assault,robbery_solo_armed,2017-01-01,0,2017
Sabah,Tenom,assault,robbery_solo_armed,2018-01-01,0,2018
Sabah,Tenom,assault,robbery_solo_armed,2019-01-01,0,2019
Sabah,Tenom,assault,robbery_solo_armed,2020-01-01,0,2020
Sabah,Tenom,assault,robbery_solo_armed,2021-01-01,0,2021
Sabah,Tenom,assault,robbery_solo_armed,2022-01-01,0,2022
Sabah,Tenom,assault,robbery_solo_armed,2023-01-01,0,2023
Sabah,Tenom,assault,robbery_solo_unarmed,2016-01-01,0,2016
Sabah,Tenom,assault,robbery_solo_unarmed,2017-01-01,0,2017
Sabah,Tenom,assault,robbery_solo_unarmed,2018-01-01,1,2018
Sabah,Tenom,assault,robbery_solo_unarmed,2019-01-01,0,2019
Sabah,Tenom,assault,robbery_solo_unarmed,2020-01-01,0,2020
Sabah,Tenom,assault,robbery_solo_unarmed,2021-01-01,0,2021
Sabah,Tenom,assault,robbery_solo_unarmed,2022-01-01,0,2022
Sabah,Tenom,assault,robbery_solo_unarmed,2023-01-01,0,2023
Sabah,Tenom,property,all,2016-01-01,41,2016
Sabah,Tenom,property,all,2017-01-01,35,2017
Sabah,Tenom,property,all,2018-01-01,36,2018
Sabah,Tenom,property,all,2019-01-01,30,2019
Sabah,Tenom,property,all,2020-01-01,19,2020
Sabah,Tenom,property,all,2021-01-01,30,2021
Sabah,Tenom,property,all,2022-01-01,35,2022
Sabah,Tenom,property,all,2023-01-01,38,2023
Sabah,Tenom,property,break_in,2016-01-01,18,2016
Sabah,Tenom,property,break_in,2017-01-01,19,2017
Sabah,Tenom,property,break_in,2018-01-01,20,2018
Sabah,Tenom,property,break_in,2019-01-01,10,2019
Sabah,Tenom,property,break_in,2020-01-01,10,2020
Sabah,Tenom,property,break_in,2021-01-01,8,2021
Sabah,Tenom,property,break_in,2022-01-01,14,2022
Sabah,Tenom,property,break_in,2023-01-01,3,2023
Sabah,Tenom,property,theft_other,2016-01-01,13,2016
Sabah,Tenom,property,theft_other,2017-01-01,10,2017
Sabah,Tenom,property,theft_other,2018-01-01,11,2018
Sabah,Tenom,property,theft_other,2019-01-01,10,2019
Sabah,Tenom,property,theft_other,2020-01-01,8,2020
Sabah,Tenom,property,theft_other,2021-01-01,14,2021
Sabah,Tenom,property,theft_other,2022-01-01,20,2022
Sabah,Tenom,property,theft_other,2023-01-01,31,2023
Sabah,Tenom,property,theft_vehicle_lorry,2016-01-01,1,2016
Sabah,Tenom,property,theft_vehicle_lorry,2017-01-01,1,2017
Sabah,Tenom,property,theft_vehicle_lorry,2018-01-01,1,2018
Sabah,Tenom,property,theft_vehicle_lorry,2019-01-01,0,2019
Sabah,Tenom,property,theft_vehicle_lorry,2020-01-01,0,2020
Sabah,Tenom,property,theft_vehicle_lorry,2021-01-01,0,2021
Sabah,Tenom,property,theft_vehicle_lorry,2022-01-01,0,2022
Sabah,Tenom,property,theft_vehicle_lorry,2023-01-01,0,2023
Sabah,Tenom,property,theft_vehicle_motorcar,2016-01-01,6,2016
Sabah,Tenom,property,theft_vehicle_motorcar,2017-01-01,1,2017
Sabah,Tenom,property,theft_vehicle_motorcar,2018-01-01,1,2018
Sabah,Tenom,property,theft_vehicle_motorcar,2019-01-01,1,2019
Sabah,Tenom,property,theft_vehicle_motorcar,2020-01-01,0,2020
Sabah,Tenom,property,theft_vehicle_motorcar,2021-01-01,0,2021
Sabah,Tenom,property,theft_vehicle_motorcar,2022-01-01,1,2022
Sabah,Tenom,property,theft_vehicle_motorcar,2023-01-01,2,2023
Sabah,Tenom,property,theft_vehicle_motorcycle,2016-01-01,3,2016
Sabah,Tenom,property,theft_vehicle_motorcycle,2017-01-01,4,2017
Sabah,Tenom,property,theft_vehicle_motorcycle,2018-01-01,3,2018
Sabah,Tenom,property,theft_vehicle_motorcycle,2019-01-01,9,2019
Sabah,Tenom,property,theft_vehicle_motorcycle,2020-01-01,1,2020
Sabah,Tenom,property,theft_vehicle_motorcycle,2021-01-01,8,2021
Sabah,Tenom,property,theft_vehicle_motorcycle,2022-01-01,0,2022
Sabah,Tenom,property,theft_vehicle_motorcycle,2023-01-01,2,2023
Sabah,Tuaran,assault,all,2016-01-01,26,2016
Sabah,Tuaran,assault,all,2017-01-01,21,2017
Sabah,Tuaran,assault,all,2018-01-01,16,2018
Sabah,Tuaran,assault,all,2019-01-01,18,2019
Sabah,Tuaran,assault,all,2020-01-01,14,2020
Sabah,Tuaran,assault,all,2021-01-01,8,2021
Sabah,Tuaran,assault,all,2022-01-01,7,2022
Sabah,Tuaran,assault,all,2023-01-01,8,2023
Sabah,Tuaran,assault,causing_injury,2016-01-01,10,2016
Sabah,Tuaran,assault,causing_injury,2017-01-01,4,2017
Sabah,Tuaran,assault,causing_injury,2018-01-01,8,2018
Sabah,Tuaran,assault,causing_injury,2019-01-01,4,2019
Sabah,Tuaran,assault,causing_injury,2020-01-01,3,2020
Sabah,Tuaran,assault,causing_injury,2021-01-01,1,2021
Sabah,Tuaran,assault,causing_injury,2022-01-01,2,2022
Sabah,Tuaran,assault,causing_injury,2023-01-01,3,2023
Sabah,Tuaran,assault,murder,2016-01-01,2,2016
Sabah,Tuaran,assault,murder,2017-01-01,2,2017
Sabah,Tuaran,assault,murder,2018-01-01,1,2018
Sabah,Tuaran,assault,murder,2019-01-01,1,2019
Sabah,Tuaran,assault,murder,2020-01-01,1,2020
Sabah,Tuaran,assault,murder,2021-01-01,0,2021
Sabah,Tuaran,assault,murder,2022-01-01,0,2022
Sabah,Tuaran,assault,murder,2023-01-01,0,2023
Sabah,Tuaran,assault,rape,2016-01-01,12,2016
Sabah,Tuaran,assault,rape,2017-01-01,11,2017
Sabah,Tuaran,assault,rape,2018-01-01,7,2018
Sabah,Tuaran,assault,rape,2019-01-01,11,2019
Sabah,Tuaran,assault,rape,2020-01-01,8,2020
Sabah,Tuaran,assault,rape,2021-01-01,6,2021
Sabah,Tuaran,assault,rape,2022-01-01,5,2022
Sabah,Tuaran,assault,rape,2023-01-01,5,2023
Sabah,Tuaran,assault,robbery_gang_armed,2016-01-01,0,2016
Sabah,Tuaran,assault,robbery_gang_armed,2017-01-01,0,2017
Sabah,Tuaran,assault,robbery_gang_armed,2018-01-01,0,2018
Sabah,Tuaran,assault,robbery_gang_armed,2019-01-01,0,2019
Sabah,Tuaran,assault,robbery_gang_armed,2020-01-01,0,2020
Sabah,Tuaran,assault,robbery_gang_armed,2021-01-01,0,2021
Sabah,Tuaran,assault,robbery_gang_armed,2022-01-01,0,2022
Sabah,Tuaran,assault,robbery_gang_armed,2023-01-01,0,2023
Sabah,Tuaran,assault,robbery_gang_unarmed,2016-01-01,2,2016
Sabah,Tuaran,assault,robbery_gang_unarmed,2017-01-01,4,2017
Sabah,Tuaran,assault,robbery_gang_unarmed,2018-01-01,0,2018
Sabah,Tuaran,assault,robbery_gang_unarmed,2019-01-01,0,2019
Sabah,Tuaran,assault,robbery_gang_unarmed,2020-01-01,1,2020
Sabah,Tuaran,assault,robbery_gang_unarmed,2021-01-01,0,2021
Sabah,Tuaran,assault,robbery_gang_unarmed,2022-01-01,0,2022
Sabah,Tuaran,assault,robbery_gang_unarmed,2023-01-01,0,2023
Sabah,Tuaran,assault,robbery_solo_armed,2016-01-01,0,2016
Sabah,Tuaran,assault,robbery_solo_armed,2017-01-01,0,2017
Sabah,Tuaran,assault,robbery_solo_armed,2018-01-01,0,2018
Sabah,Tuaran,assault,robbery_solo_armed,2019-01-01,0,2019
Sabah,Tuaran,assault,robbery_solo_armed,2020-01-01,0,2020
Sabah,Tuaran,assault,robbery_solo_armed,2021-01-01,0,2021
Sabah,Tuaran,assault,robbery_solo_armed,2022-01-01,0,2022
Sabah,Tuaran,assault,robbery_solo_armed,2023-01-01,0,2023
Sabah,Tuaran,assault,robbery_solo_unarmed,2016-01-01,0,2016
Sabah,Tuaran,assault,robbery_solo_unarmed,2017-01-01,0,2017
Sabah,Tuaran,assault,robbery_solo_unarmed,2018-01-01,0,2018
Sabah,Tuaran,assault,robbery_solo_unarmed,2019-01-01,2,2019
Sabah,Tuaran,assault,robbery_solo_unarmed,2020-01-01,1,2020
Sabah,Tuaran,assault,robbery_solo_unarmed,2021-01-01,1,2021
Sabah,Tuaran,assault,robbery_solo_unarmed,2022-01-01,0,2022
Sabah,Tuaran,assault,robbery_solo_unarmed,2023-01-01,0,2023
Sabah,Tuaran,property,all,2016-01-01,99,2016
Sabah,Tuaran,property,all,2017-01-01,103,2017
Sabah,Tuaran,property,all,2018-01-01,108,2018
Sabah,Tuaran,property,all,2019-01-01,84,2019
Sabah,Tuaran,property,all,2020-01-01,57,2020
Sabah,Tuaran,property,all,2021-01-01,49,2021
Sabah,Tuaran,property,all,2022-01-01,53,2022
Sabah,Tuaran,property,all,2023-01-01,61,2023
Sabah,Tuaran,property,break_in,2016-01-01,30,2016
Sabah,Tuaran,property,break_in,2017-01-01,38,2017
Sabah,Tuaran,property,break_in,2018-01-01,43,2018
Sabah,Tuaran,property,break_in,2019-01-01,33,2019
Sabah,Tuaran,property,break_in,2020-01-01,36,2020
Sabah,Tuaran,property,break_in,2021-01-01,22,2021
Sabah,Tuaran,property,break_in,2022-01-01,16,2022
Sabah,Tuaran,property,break_in,2023-01-01,20,2023
Sabah,Tuaran,property,theft_other,2016-01-01,26,2016
Sabah,Tuaran,property,theft_other,2017-01-01,31,2017
Sabah,Tuaran,property,theft_other,2018-01-01,41,2018
Sabah,Tuaran,property,theft_other,2019-01-01,26,2019
Sabah,Tuaran,property,theft_other,2020-01-01,13,2020
Sabah,Tuaran,property,theft_other,2021-01-01,15,2021
Sabah,Tuaran,property,theft_other,2022-01-01,18,2022
Sabah,Tuaran,property,theft_other,2023-01-01,17,2023
Sabah,Tuaran,property,theft_vehicle_lorry,2016-01-01,2,2016
Sabah,Tuaran,property,theft_vehicle_lorry,2017-01-01,0,2017
Sabah,Tuaran,property,theft_vehicle_lorry,2018-01-01,0,2018
Sabah,Tuaran,property,theft_vehicle_lorry,2019-01-01,3,2019
Sabah,Tuaran,property,theft_vehicle_lorry,2020-01-01,0,2020
Sabah,Tuaran,property,theft_vehicle_lorry,2021-01-01,0,2021
Sabah,Tuaran,property,theft_vehicle_lorry,2022-01-01,1,2022
Sabah,Tuaran,property,theft_vehicle_lorry,2023-01-01,3,2023
Sabah,Tuaran,property,theft_vehicle_motorcar,2016-01-01,4,2016
Sabah,Tuaran,property,theft_vehicle_motorcar,2017-01-01,5,2017
Sabah,Tuaran,property,theft_vehicle_motorcar,2018-01-01,7,2018
Sabah,Tuaran,property,theft_vehicle_motorcar,2019-01-01,9,2019
Sabah,Tuaran,property,theft_vehicle_motorcar,2020-01-01,2,2020
Sabah,Tuaran,property,theft_vehicle_motorcar,2021-01-01,4,2021
Sabah,Tuaran,property,theft_vehicle_motorcar,2022-01-01,6,2022
Sabah,Tuaran,property,theft_vehicle_motorcar,2023-01-01,3,2023
Sabah,Tuaran,property,theft_vehicle_motorcycle,2016-01-01,37,2016
Sabah,Tuaran,property,theft_vehicle_motorcycle,2017-01-01,29,2017
Sabah,Tuaran,property,theft_vehicle_motorcycle,2018-01-01,17,2018
Sabah,Tuaran,property,theft_vehicle_motorcycle,2019-01-01,13,2019
Sabah,Tuaran,property,theft_vehicle_motorcycle,2020-01-01,6,2020
Sabah,Tuaran,property,theft_vehicle_motorcycle,2021-01-01,8,2021
Sabah,Tuaran,property,theft_vehicle_motorcycle,2022-01-01,12,2022
Sabah,Tuaran,property,theft_vehicle_motorcycle,2023-01-01,18,2023
Sabah,W.P. Labuan,assault,all,2016-01-01,24,2016
Sabah,W.P. Labuan,assault,all,2017-01-01,20,2017
Sabah,W.P. Labuan,assault,all,2018-01-01,25,2018
Sabah,W.P. Labuan,assault,all,2019-01-01,20,2019
Sabah,W.P. Labuan,assault,all,2020-01-01,22,2020
Sabah,W.P. Labuan,assault,all,2021-01-01,17,2021
Sabah,W.P. Labuan,assault,all,2022-01-01,24,2022
Sabah,W.P. Labuan,assault,all,2023-01-01,19,2023
Sabah,W.P. Labuan,assault,causing_injury,2016-01-01,13,2016
Sabah,W.P. Labuan,assault,causing_injury,2017-01-01,6,2017
Sabah,W.P. Labuan,assault,causing_injury,2018-01-01,12,2018
Sabah,W.P. Labuan,assault,causing_injury,2019-01-01,9,2019
Sabah,W.P. Labuan,assault,causing_injury,2020-01-01,8,2020
Sabah,W.P. Labuan,assault,causing_injury,2021-01-01,5,2021
Sabah,W.P. Labuan,assault,causing_injury,2022-01-01,9,2022
Sabah,W.P. Labuan,assault,causing_injury,2023-01-01,9,2023
Sabah,W.P. Labuan,assault,murder,2016-01-01,2,2016
Sabah,W.P. Labuan,assault,murder,2017-01-01,1,2017
Sabah,W.P. Labuan,assault,murder,2018-01-01,3,2018
Sabah,W.P. Labuan,assault,murder,2019-01-01,0,2019
Sabah,W.P. Labuan,assault,murder,2020-01-01,0,2020
Sabah,W.P. Labuan,assault,murder,2021-01-01,0,2021
Sabah,W.P. Labuan,assault,murder,2022-01-01,0,2022
Sabah,W.P. Labuan,assault,murder,2023-01-01,0,2023
Sabah,W.P. Labuan,assault,rape,2016-01-01,6,2016
Sabah,W.P. Labuan,assault,rape,2017-01-01,5,2017
Sabah,W.P. Labuan,assault,rape,2018-01-01,4,2018
Sabah,W.P. Labuan,assault,rape,2019-01-01,6,2019
Sabah,W.P. Labuan,assault,rape,2020-01-01,7,2020
Sabah,W.P. Labuan,assault,rape,2021-01-01,9,2021
Sabah,W.P. Labuan,assault,rape,2022-01-01,14,2022
Sabah,W.P. Labuan,assault,rape,2023-01-01,10,2023
Sabah,W.P. Labuan,assault,robbery_gang_armed,2016-01-01,0,2016
Sabah,W.P. Labuan,assault,robbery_gang_armed,2017-01-01,0,2017
Sabah,W.P. Labuan,assault,robbery_gang_armed,2018-01-01,1,2018
Sabah,W.P. Labuan,assault,robbery_gang_armed,2019-01-01,0,2019
Sabah,W.P. Labuan,assault,robbery_gang_armed,2020-01-01,0,2020
Sabah,W.P. Labuan,assault,robbery_gang_armed,2021-01-01,0,2021
Sabah,W.P. Labuan,assault,robbery_gang_armed,2022-01-01,0,2022
Sabah,W.P. Labuan,assault,robbery_gang_armed,2023-01-01,0,2023
Sabah,W.P. Labuan,assault,robbery_gang_unarmed,2016-01-01,1,2016
Sabah,W.P. Labuan,assault,robbery_gang_unarmed,2017-01-01,5,2017
Sabah,W.P. Labuan,assault,robbery_gang_unarmed,2018-01-01,2,2018
Sabah,W.P. Labuan,assault,robbery_gang_unarmed,2019-01-01,3,2019
Sabah,W.P. Labuan,assault,robbery_gang_unarmed,2020-01-01,5,2020
Sabah,W.P. Labuan,assault,robbery_gang_unarmed,2021-01-01,1,2021
Sabah,W.P. Labuan,assault,robbery_gang_unarmed,2022-01-01,0,2022
Sabah,W.P. Labuan,assault,robbery_gang_unarmed,2023-01-01,0,2023
Sabah,W.P. Labuan,assault,robbery_solo_armed,2016-01-01,0,2016
Sabah,W.P. Labuan,assault,robbery_solo_armed,2017-01-01,0,2017
Sabah,W.P. Labuan,assault,robbery_solo_armed,2018-01-01,0,2018
Sabah,W.P. Labuan,assault,robbery_solo_armed,2019-01-01,0,2019
Sabah,W.P. Labuan,assault,robbery_solo_armed,2020-01-01,0,2020
Sabah,W.P. Labuan,assault,robbery_solo_armed,2021-01-01,0,2021
Sabah,W.P. Labuan,assault,robbery_solo_armed,2022-01-01,0,2022
Sabah,W.P. Labuan,assault,robbery_solo_armed,2023-01-01,0,2023
Sabah,W.P. Labuan,assault,robbery_solo_unarmed,2016-01-01,2,2016
Sabah,W.P. Labuan,assault,robbery_solo_unarmed,2017-01-01,3,2017
Sabah,W.P. Labuan,assault,robbery_solo_unarmed,2018-01-01,3,2018
Sabah,W.P. Labuan,assault,robbery_solo_unarmed,2019-01-01,2,2019
Sabah,W.P. Labuan,assault,robbery_solo_unarmed,2020-01-01,2,2020
Sabah,W.P. Labuan,assault,robbery_solo_unarmed,2021-01-01,2,2021
Sabah,W.P. Labuan,assault,robbery_solo_unarmed,2022-01-01,1,2022
Sabah,W.P. Labuan,assault,robbery_solo_unarmed,2023-01-01,0,2023
Sabah,W.P. Labuan,property,all,2016-01-01,192,2016
Sabah,W.P. Labuan,property,all,2017-01-01,184,2017
Sabah,W.P. Labuan,property,all,2018-01-01,241,2018
Sabah,W.P. Labuan,property,all,2019-01-01,232,2019
Sabah,W.P. Labuan,property,all,2020-01-01,163,2020
Sabah,W.P. Labuan,property,all,2021-01-01,124,2021
Sabah,W.P. Labuan,property,all,2022-01-01,87,2022
Sabah,W.P. Labuan,property,all,2023-01-01,109,2023
Sabah,W.P. Labuan,property,break_in,2016-01-01,64,2016
Sabah,W.P. Labuan,property,break_in,2017-01-01,52,2017
Sabah,W.P. Labuan,property,break_in,2018-01-01,77,2018
Sabah,W.P. Labuan,property,break_in,2019-01-01,56,2019
Sabah,W.P. Labuan,property,break_in,2020-01-01,59,2020
Sabah,W.P. Labuan,property,break_in,2021-01-01,37,2021
Sabah,W.P. Labuan,property,break_in,2022-01-01,13,2022
Sabah,W.P. Labuan,property,break_in,2023-01-01,26,2023
Sabah,W.P. Labuan,property,theft_other,2016-01-01,99,2016
Sabah,W.P. Labuan,property,theft_other,2017-01-01,115,2017
Sabah,W.P. Labuan,property,theft_other,2018-01-01,151,2018
Sabah,W.P. Labuan,property,theft_other,2019-01-01,166,2019
Sabah,W.P. Labuan,property,theft_other,2020-01-01,97,2020
Sabah,W.P. Labuan,property,theft_other,2021-01-01,81,2021
Sabah,W.P. Labuan,property,theft_other,2022-01-01,67,2022
Sabah,W.P. Labuan,property,theft_other,2023-01-01,75,2023
Sabah,W.P. Labuan,property,theft_vehicle_lorry,2016-01-01,0,2016
Sabah,W.P. Labuan,property,theft_vehicle_lorry,2017-01-01,0,2017
Sabah,W.P. Labuan,property,theft_vehicle_lorry,2018-01-01,0,2018
Sabah,W.P. Labuan,property,theft_vehicle_lorry,2019-01-01,0,2019
Sabah,W.P. Labuan,property,theft_vehicle_lorry,2020-01-01,1,2020
Sabah,W.P. Labuan,property,theft_vehicle_lorry,2021-01-01,0,2021
Sabah,W.P. Labuan,property,theft_vehicle_lorry,2022-01-01,0,2022
Sabah,W.P. Labuan,property,theft_vehicle_lorry,2023-01-01,0,2023
Sabah,W.P. Labuan,property,theft_vehicle_motorcar,2016-01-01,3,2016
Sabah,W.P. Labuan,property,theft_vehicle_motorcar,2017-01-01,2,2017
Sabah,W.P. Labuan,property,theft_vehicle_motorcar,2018-01-01,0,2018
Sabah,W.P. Labuan,property,theft_vehicle_motorcar,2019-01-01,1,2019
Sabah,W.P. Labuan,property,theft_vehicle_motorcar,2020-01-01,0,2020
Sabah,W.P. Labuan,property,theft_vehicle_motorcar,2021-01-01,0,2021
Sabah,W.P. Labuan,property,theft_vehicle_motorcar,2022-01-01,0,2022
Sabah,W.P. Labuan,property,theft_vehicle_motorcar,2023-01-01,0,2023
Sabah,W.P. Labuan,property,theft_vehicle_motorcycle,2016-01-01,26,2016
Sabah,W.P. Labuan,property,theft_vehicle_motorcycle,2017-01-01,15,2017
Sabah,W.P. Labuan,property,theft_vehicle_motorcycle,2018-01-01,13,2018
Sabah,W.P. Labuan,property,theft_vehicle_motorcycle,2019-01-01,9,2019
Sabah,W.P. Labuan,property,theft_vehicle_motorcycle,2020-01-01,6,2020
Sabah,W.P. Labuan,property,theft_vehicle_motorcycle,2021-01-01,6,2021
Sabah,W.P. Labuan,property,theft_vehicle_motorcycle,2022-01-01,7,2022
Sabah,W.P. Labuan,property,theft_vehicle_motorcycle,2023-01-01,8,2023
Sarawak,Bau,assault,all,2016-01-01,14,2016
Sarawak,Bau,assault,all,2017-01-01,9,2017
Sarawak,Bau,assault,all,2018-01-01,86,2018
Sarawak,Bau,assault,all,2019-01-01,9,2019
Sarawak,Bau,assault,all,2020-01-01,8,2020
Sarawak,Bau,assault,all,2021-01-01,6,2021
Sarawak,Bau,assault,all,2022-01-01,13,2022
Sarawak,Bau,assault,all,2023-01-01,14,2023
Sarawak,Bau,assault,causing_injury,2016-01-01,5,2016
Sarawak,Bau,assault,causing_injury,2017-01-01,4,2017
Sarawak,Bau,assault,causing_injury,2018-01-01,81,2018
Sarawak,Bau,assault,causing_injury,2019-01-01,1,2019
Sarawak,Bau,assault,causing_injury,2020-01-01,3,2020
Sarawak,Bau,assault,causing_injury,2021-01-01,4,2021
Sarawak,Bau,assault,causing_injury,2022-01-01,7,2022
Sarawak,Bau,assault,causing_injury,2023-01-01,5,2023
Sarawak,Bau,assault,murder,2016-01-01,2,2016
Sarawak,Bau,assault,murder,2017-01-01,0,2017
Sarawak,Bau,assault,murder,2018-01-01,0,2018
Sarawak,Bau,assault,murder,2019-01-01,1,2019
Sarawak,Bau,assault,murder,2020-01-01,0,2020
Sarawak,Bau,assault,murder,2021-01-01,0,2021
Sarawak,Bau,assault,murder,2022-01-01,1,2022
Sarawak,Bau,assault,murder,2023-01-01,1,2023
Sarawak,Bau,assault,rape,2016-01-01,1,2016
Sarawak,Bau,assault,rape,2017-01-01,2,2017
Sarawak,Bau,assault,rape,2018-01-01,3,2018
Sarawak,Bau,assault,rape,2019-01-01,3,2019
Sarawak,Bau,assault,rape,2020-01-01,4,2020
Sarawak,Bau,assault,rape,2021-01-01,2,2021
Sarawak,Bau,assault,rape,2022-01-01,5,2022
Sarawak,Bau,assault,rape,2023-01-01,4,2023
Sarawak,Bau,assault,robbery_gang_armed,2016-01-01,6,2016
Sarawak,Bau,assault,robbery_gang_armed,2017-01-01,0,2017
Sarawak,Bau,assault,robbery_gang_armed,2018-01-01,0,2018
Sarawak,Bau,assault,robbery_gang_armed,2019-01-01,0,2019
Sarawak,Bau,assault,robbery_gang_armed,2020-01-01,0,2020
Sarawak,Bau,assault,robbery_gang_armed,2021-01-01,0,2021
